checkinCount1,checkinCount2,checkinCount3,checkinCount4,height0,weight0,weight1,weight2,weight3,weight4,waistline0,waistline1,waistline2,waistline3,waistline4,deltaWeight1,deltaWeight2,deltaWeight3,deltaWeight4,deltaWeightAll,deltaWaist1,deltaWaist2,deltaWaist3,deltaWaist4,deltaWaistAll
23.0,27.0,27.0,24.0,173.0,80.1,79.2,78.6,77.5,78.0,84.0,83.0,83.0,83.0,83.0,0.9,0.6,1.1,-0.5,2.1,1.0,0.0,0.0,0.0,1.0
23.0,15.0,20.0,14.0,160.0,73.0,72.3,72.2,71.8,70.0,90.0,90.0,89.5,88.0,87.0,0.7,0.1,0.4,1.8,3.0,0.0,0.5,1.5,1.0,3.0
18.0,24.0,20.0,19.0,163.0,54.0,53.1,53.1,52.7,52.3,67.0,66.5,65.0,65.0,64.5,0.9,0.0,0.4,0.4,1.7,0.5,1.5,0.0,0.5,2.5
22.0,23.0,22.0,13.0,169.0,56.8,55.6,55.4,55.0,55.0,74.0,71.0,71.0,70.0,69.5,1.2,0.2,0.4,0.0,1.8,3.0,0.0,1.0,0.5,4.5
23.0,22.0,12.0,12.0,180.0,88.8,86.1,85.7,85.3,84.2,96.2,95.0,94.0,92.0,90.5,2.7,0.4,0.4,1.1,4.6,1.2,1.0,2.0,1.5,5.7
23.0,27.0,22.0,3.0,155.0,53.0,52.3,51.8,51.4,50.6,81.3,82.3,82.0,81.0,80.0,0.7,0.5,0.4,0.8,2.4,-1.0,0.3,1.0,1.0,1.3
21.0,26.0,21.0,18.0,162.0,53.0,51.0,50.0,49.7,49.6,72.0,70.0,69.0,67.0,67.0,2.0,1.0,0.3,0.1,3.4,2.0,1.0,2.0,0.0,5.0
28.0,23.0,24.0,27.0,170.0,59.9,58.0,57.0,56.0,56.2,75.0,72.0,71.0,70.0,70.0,1.9,1.0,1.0,-0.2,3.7,3.0,1.0,1.0,0.0,5.0
24.0,23.0,1.0,7.0,166.0,68.9,68.0,65.3,65.0,64.0,86.0,86.0,84.0,83.5,83.0,0.9,2.7,0.3,1.0,4.9,0.0,2.0,0.5,0.5,3.0
22.0,25.0,25.0,22.0,158.0,52.7,51.8,51.6,51.2,50.8,65.5,65.0,66.0,63.4,63.8,0.9,0.2,0.4,0.4,1.9,0.5,-1.0,2.6,-0.4,1.7
25.0,26.0,22.0,17.0,158.0,68.5,68.0,65.9,66.1,65.4,87.0,82.0,81.0,81.5,80.0,0.5,2.1,-0.2,0.7,3.1,5.0,1.0,-0.5,1.5,7.0
23.0,26.0,25.0,25.0,165.0,57.5,57.0,56.0,55.5,54.3,73.0,71.0,70.0,68.3,69.0,0.5,1.0,0.5,1.2,3.2,2.0,1.0,1.7,-0.7,4.0
22.0,12.0,13.0,13.0,158.0,75.1,73.5,72.5,72.0,70.3,89.0,90.0,83.0,73.0,82.0,1.6,1.0,0.5,1.7,4.8,-1.0,7.0,10.0,-9.0,7.0
23.0,27.0,28.0,24.0,164.0,58.5,58.2,57.8,57.5,57.3,77.0,77.0,75.0,75.0,74.0,0.3,0.4,0.3,0.2,1.2,0.0,2.0,0.0,1.0,3.0
22.0,28.0,26.0,27.0,160.0,56.5,56.4,55.8,55.0,55.0,77.0,76.2,75.0,73.0,73.0,0.1,0.6,0.8,0.0,1.5,0.8,1.2,2.0,0.0,4.0
24.0,19.0,22.0,14.0,164.0,80.8,78.0,76.8,76.2,75.2,95.0,93.0,91.0,88.5,90.5,2.8,1.2,0.6,1.0,5.6,2.0,2.0,2.5,-2.0,4.5
15.0,22.0,28.0,28.0,166.0,52.9,51.6,51.1,50.8,50.8,66.0,64.0,62.5,62.5,62.0,1.3,0.5,0.3,0.0,2.1,2.0,1.5,0.0,0.5,4.0
22.0,25.0,18.0,19.0,179.0,85.2,83.8,82.8,82.0,81.0,89.0,86.0,85.0,81.5,81.0,1.4,1.0,0.8,1.0,4.2,3.0,1.0,3.5,0.5,8.0
23.0,27.0,27.0,27.0,158.0,66.7,65.5,65.1,65.5,65.0,89.0,89.0,88.0,86.0,87.0,1.2,0.4,-0.4,0.5,1.7,0.0,1.0,2.0,-1.0,2.0
21.0,26.0,26.0,27.0,160.0,48.8,47.2,46.8,46.2,46.4,72.0,67.0,64.0,64.0,63.0,1.6,0.4,0.6,-0.2,2.4,5.0,3.0,0.0,1.0,9.0
22.0,27.0,23.0,19.0,160.0,76.0,75.1,74.6,73.6,72.9,87.0,84.8,83.3,82.7,82.0,0.9,0.5,1.0,0.7,3.1,2.2,1.5,0.6,0.7,5.0
27.0,28.0,24.0,19.0,173.0,80.0,79.9,79.6,79.0,78.1,97.0,90.7,89.0,89.0,89.0,0.1,0.3,0.6,0.9,1.9,6.3,1.7,0.0,0.0,8.0
22.0,25.0,27.0,26.0,160.0,72.2,69.2,68.7,68.6,67.9,96.0,94.0,94.0,92.0,92.0,3.0,0.5,0.1,0.7,4.3,2.0,0.0,2.0,0.0,4.0
27.0,27.0,28.0,28.0,162.0,56.1,56.0,55.6,55.2,54.8,71.0,69.0,68.0,67.0,65.0,0.1,0.4,0.4,0.4,1.3,2.0,1.0,1.0,2.0,6.0
22.0,27.0,27.0,13.0,154.0,44.5,43.7,43.4,43.3,43.5,65.0,62.0,62.0,62.0,61.5,0.8,0.3,0.1,-0.2,1.0,3.0,0.0,0.0,0.5,3.5
26.0,22.0,18.0,14.0,161.0,57.0,56.0,54.5,55.0,54.5,69.0,66.0,65.0,64.0,65.0,1.0,1.5,-0.5,0.5,2.5,3.0,1.0,1.0,-1.0,4.0
21.0,27.0,28.0,24.0,162.0,58.2,55.6,55.0,54.0,53.3,78.0,73.0,73.0,72.0,73.0,2.6,0.6,1.0,0.7,4.9,5.0,0.0,1.0,-1.0,5.0
23.0,27.0,28.0,26.0,170.0,71.5,69.0,68.8,68.2,66.3,90.0,82.5,78.0,80.0,80.0,2.5,0.2,0.6,1.9,5.2,7.5,4.5,-2.0,0.0,10.0
22.0,17.0,17.0,17.0,166.0,58.0,57.3,56.8,56.7,56.1,76.0,77.0,74.0,74.0,71.5,0.7,0.5,0.1,0.6,1.9,-1.0,3.0,0.0,2.5,4.5
23.0,23.0,24.0,23.0,158.0,52.7,51.9,51.6,51.8,51.7,70.0,69.2,68.7,69.0,67.5,0.8,0.3,-0.2,0.1,1.0,0.8,0.5,-0.3,1.5,2.5
28.0,28.0,28.0,28.0,160.0,60.0,57.0,56.6,57.0,57.0,78.0,75.0,72.0,72.0,71.0,3.0,0.4,-0.4,0.0,3.0,3.0,3.0,0.0,1.0,7.0
20.0,19.0,19.0,18.0,165.0,70.2,68.7,67.7,66.5,65.3,81.0,79.0,78.0,76.0,75.0,1.5,1.0,1.2,1.2,4.9,2.0,1.0,2.0,1.0,6.0
18.0,28.0,28.0,28.0,165.0,66.0,65.5,63.8,64.0,63.0,86.0,88.0,84.0,84.0,84.0,0.5,1.7,-0.2,1.0,3.0,-2.0,4.0,0.0,0.0,2.0
27.0,11.0,13.0,5.0,163.0,52.1,51.0,51.0,50.0,50.0,66.0,66.0,64.0,63.5,64.0,1.1,0.0,1.0,0.0,2.1,0.0,2.0,0.5,-0.5,2.0
10.0,21.0,20.0,20.0,175.0,85.7,83.0,80.7,80.4,80.0,99.0,98.0,96.0,93.5,93.0,2.7,2.3,0.3,0.4,5.7,1.0,2.0,2.5,0.5,6.0
24.0,28.0,28.0,25.0,163.0,73.2,71.0,69.7,68.8,67.8,88.0,85.0,83.0,83.0,82.0,2.2,1.3,0.9,1.0,5.4,3.0,2.0,0.0,1.0,6.0
28.0,28.0,28.0,28.0,155.0,59.7,58.6,58.2,57.7,57.7,86.0,84.0,82.0,81.0,80.0,1.1,0.4,0.5,0.0,2.0,2.0,2.0,1.0,1.0,6.0
24.0,25.0,27.0,22.0,173.0,79.6,77.4,76.4,75.0,73.3,84.0,79.0,79.0,77.0,76.0,2.2,1.0,1.4,1.7,6.3,5.0,0.0,2.0,1.0,8.0
14.0,21.0,25.0,16.0,154.0,72.0,71.0,70.0,67.8,68.0,94.0,94.0,92.0,90.0,88.0,1.0,1.0,2.2,-0.2,4.0,0.0,2.0,2.0,2.0,6.0
24.0,28.0,28.0,26.0,163.0,76.7,76.5,75.3,74.8,74.3,101.0,101.0,100.0,99.0,96.0,0.2,1.2,0.5,0.5,2.4,0.0,1.0,1.0,3.0,5.0
22.0,28.0,27.0,27.0,162.0,55.6,54.7,53.5,52.8,52.2,66.0,65.5,65.0,65.5,64.0,0.9,1.2,0.7,0.6,3.4,0.5,0.5,-0.5,1.5,2.0
23.0,21.0,8.0,5.0,167.0,64.0,63.5,62.2,61.3,60.5,78.0,75.0,72.0,71.0,70.0,0.5,1.3,0.9,0.8,3.5,3.0,3.0,1.0,1.0,8.0
27.0,28.0,28.0,9.0,165.0,62.1,61.1,59.0,59.0,59.0,77.0,76.0,75.0,74.0,73.0,1.0,2.1,0.0,0.0,3.1,1.0,1.0,1.0,1.0,4.0
20.0,23.0,22.0,20.0,175.0,91.5,90.4,89.6,88.3,87.0,98.0,96.0,94.5,91.5,90.0,1.1,0.8,1.3,1.3,4.5,2.0,1.5,3.0,1.5,8.0
28.0,28.0,26.0,23.0,161.0,60.5,59.3,58.7,58.3,58.6,79.4,78.0,76.0,77.0,75.0,1.2,0.6,0.4,-0.3,1.9,1.4,2.0,-1.0,2.0,4.4
11.0,6.0,3.0,7.0,170.0,79.0,78.3,77.4,76.2,76.9,95.0,97.0,96.0,95.0,94.0,0.7,0.9,1.2,-0.7,2.1,-2.0,1.0,1.0,1.0,1.0
26.0,25.0,25.0,20.0,158.0,55.4,54.6,54.3,53.9,53.7,74.0,72.0,72.0,71.0,71.0,0.8,0.3,0.4,0.2,1.7,2.0,0.0,1.0,0.0,3.0
20.0,27.0,27.0,25.0,167.0,67.1,65.4,65.4,65.1,63.8,87.0,84.0,85.0,84.0,78.0,1.7,0.0,0.3,1.3,3.3,3.0,-1.0,1.0,6.0,9.0
21.0,25.0,27.0,27.0,158.0,63.0,62.4,61.4,61.1,60.2,85.0,84.0,81.0,80.5,78.5,0.6,1.0,0.3,0.9,2.8,1.0,3.0,0.5,2.0,6.5
17.0,18.0,16.0,10.0,161.0,59.3,58.3,57.1,56.9,56.7,75.0,74.0,72.5,71.5,71.0,1.0,1.2,0.2,0.2,2.6,1.0,1.5,1.0,0.5,4.0
20.0,16.0,0.0,0.0,160.0,62.8,62.2,60.8,60.2,60.4,78.0,80.0,76.0,75.5,76.0,0.6,1.4,0.6,-0.2,2.4,-2.0,4.0,0.5,-0.5,2.0
20.0,23.0,15.0,2.0,165.0,65.8,63.5,63.2,62.6,62.0,76.0,77.0,73.0,73.0,69.0,2.3,0.3,0.6,0.6,3.8,-1.0,4.0,0.0,4.0,7.0
23.0,26.0,28.0,28.0,168.0,74.6,74.1,72.6,70.6,70.0,83.0,78.0,74.0,74.0,73.0,0.5,1.5,2.0,0.6,4.6,5.0,4.0,0.0,1.0,10.0
21.0,14.0,17.0,17.0,155.0,59.0,57.0,56.0,55.5,56.0,78.0,77.0,75.5,74.0,74.0,2.0,1.0,0.5,-0.5,3.0,1.0,1.5,1.5,0.0,4.0
18.0,20.0,18.0,0.0,163.0,62.0,60.0,58.4,58.0,58.2,79.0,74.0,75.0,70.5,74.0,2.0,1.6,0.4,-0.2,3.8,5.0,-1.0,4.5,-3.5,5.0
24.0,15.0,15.0,12.0,172.0,65.6,63.6,62.8,62.5,61.6,79.0,76.0,75.0,74.5,73.0,2.0,0.8,0.3,0.9,4.0,3.0,1.0,0.5,1.5,6.0
22.0,24.0,20.0,27.0,163.0,54.9,53.8,53.4,53.1,52.9,71.0,68.0,67.0,66.0,67.0,1.1,0.4,0.3,0.2,2.0,3.0,1.0,1.0,-1.0,4.0
22.0,26.0,23.0,14.0,157.0,59.8,57.5,56.5,55.2,54.5,95.0,95.0,94.0,91.0,90.0,2.3,1.0,1.3,0.7,5.3,0.0,1.0,3.0,1.0,5.0
28.0,28.0,28.0,27.0,165.0,85.3,82.3,83.0,83.3,82.9,93.0,93.0,91.0,91.0,89.0,3.0,-0.7,-0.3,0.4,2.4,0.0,2.0,0.0,2.0,4.0
14.0,10.0,14.0,1.0,161.0,61.0,60.8,59.9,60.0,60.0,79.0,78.0,76.0,75.0,75.0,0.2,0.9,-0.1,0.0,1.0,1.0,2.0,1.0,0.0,4.0
12.0,17.0,11.0,6.0,162.0,62.8,60.9,60.3,60.5,60.0,74.0,73.0,71.0,71.0,70.0,1.9,0.6,-0.2,0.5,2.8,1.0,2.0,0.0,1.0,4.0
23.0,27.0,24.0,26.0,162.0,50.9,49.6,49.5,49.7,49.6,68.0,66.0,66.5,66.0,65.5,1.3,0.1,-0.2,0.1,1.3,2.0,-0.5,0.5,0.5,2.5
24.0,28.0,28.0,28.0,166.0,66.1,65.5,65.1,64.4,62.8,80.0,76.5,76.0,74.5,73.0,0.6,0.4,0.7,1.6,3.3,3.5,0.5,1.5,1.5,7.0
25.0,24.0,26.0,16.0,161.0,54.2,54.0,53.3,52.7,52.2,68.0,67.0,66.0,65.0,65.0,0.2,0.7,0.6,0.5,2.0,1.0,1.0,1.0,0.0,3.0
24.0,27.0,23.0,16.0,160.0,65.0,63.5,64.4,64.3,63.3,73.0,70.0,71.0,71.0,70.5,1.5,-0.9,0.1,1.0,1.7,3.0,-1.0,0.0,0.5,2.5
20.0,27.0,27.0,27.0,166.0,56.7,55.0,53.8,53.1,52.5,77.0,75.0,74.0,72.0,71.0,1.7,1.2,0.7,0.6,4.2,2.0,1.0,2.0,1.0,6.0
24.0,28.0,26.0,24.0,158.0,65.0,63.7,62.7,62.7,62.7,86.0,83.0,83.0,82.0,82.0,1.3,1.0,0.0,0.0,2.3,3.0,0.0,1.0,0.0,4.0
28.0,28.0,28.0,20.0,173.0,85.5,84.2,83.7,83.4,84.2,90.0,88.0,88.0,87.0,87.0,1.3,0.5,0.3,-0.8,1.3,2.0,0.0,1.0,0.0,3.0
24.0,28.0,28.0,23.0,158.0,73.0,70.4,70.0,69.0,69.0,90.0,89.0,85.0,84.0,82.0,2.6,0.4,1.0,0.0,4.0,1.0,4.0,1.0,2.0,8.0
27.0,24.0,23.0,22.0,167.0,62.0,59.2,58.9,59.2,58.1,79.0,82.0,76.0,78.0,75.0,2.8,0.3,-0.3,1.1,3.9,-3.0,6.0,-2.0,3.0,4.0
22.0,27.0,26.0,28.0,174.0,61.7,61.5,60.6,61.0,60.5,82.0,76.0,74.0,74.0,73.0,0.2,0.9,-0.4,0.5,1.2,6.0,2.0,0.0,1.0,9.0
28.0,28.0,26.0,22.0,157.0,49.8,48.6,48.4,48.4,47.9,78.5,79.0,76.0,75.0,76.5,1.2,0.2,0.0,0.5,1.9,-0.5,3.0,1.0,-1.5,2.0
18.0,19.0,16.0,4.0,166.0,95.5,93.5,92.8,91.6,91.1,99.0,98.0,96.0,95.0,94.0,2.0,0.7,1.2,0.5,4.4,1.0,2.0,1.0,1.0,5.0
23.0,19.0,16.0,16.0,168.0,75.0,72.3,72.3,71.9,71.6,90.0,88.0,86.0,85.0,85.0,2.7,0.0,0.4,0.3,3.4,2.0,2.0,1.0,0.0,5.0
24.0,28.0,28.0,27.0,162.0,61.0,60.5,59.0,58.0,57.0,76.0,74.0,74.0,71.0,72.0,0.5,1.5,1.0,1.0,4.0,2.0,0.0,3.0,-1.0,4.0
20.0,24.0,15.0,14.0,162.0,69.0,67.0,66.2,66.0,66.0,95.0,92.0,90.0,88.0,88.0,2.0,0.8,0.2,0.0,3.0,3.0,2.0,2.0,0.0,7.0
26.0,28.0,28.0,27.0,155.0,58.6,57.1,57.4,56.3,56.5,78.0,74.0,69.0,73.0,70.0,1.5,-0.3,1.1,-0.2,2.1,4.0,5.0,-4.0,3.0,8.0
22.0,19.0,20.0,19.0,165.0,62.0,61.3,60.7,60.7,60.0,73.0,72.0,71.0,70.0,70.0,0.7,0.6,0.0,0.7,2.0,1.0,1.0,1.0,0.0,3.0
14.0,11.0,11.0,7.0,160.0,66.0,64.1,64.0,63.5,63.1,79.5,80.5,77.0,76.0,76.0,1.9,0.1,0.5,0.4,2.9,-1.0,3.5,1.0,0.0,3.5
22.0,27.0,11.0,27.0,169.0,88.0,85.3,84.0,82.5,80.4,105.0,102.0,100.0,98.0,97.0,2.7,1.3,1.5,2.1,7.6,3.0,2.0,2.0,1.0,8.0
20.0,20.0,21.0,18.0,167.0,65.7,62.7,62.9,62.0,62.2,78.0,74.0,72.0,72.0,72.0,3.0,-0.2,0.9,-0.2,3.5,4.0,2.0,0.0,0.0,6.0
15.0,16.0,14.0,14.0,169.0,61.1,60.1,60.3,60.3,59.8,73.0,72.0,71.0,70.5,70.5,1.0,-0.2,0.0,0.5,1.3,1.0,1.0,0.5,0.0,2.5
21.0,20.0,23.0,22.0,159.0,62.0,59.9,60.0,59.5,59.5,82.0,78.0,78.0,77.0,78.0,2.1,-0.1,0.5,0.0,2.5,4.0,0.0,1.0,-1.0,4.0
12.0,21.0,19.0,12.0,189.0,83.0,79.0,77.5,75.0,74.0,87.5,86.0,85.5,85.0,84.5,4.0,1.5,2.5,1.0,9.0,1.5,0.5,0.5,0.5,3.0
21.0,23.0,13.0,3.0,164.0,58.4,57.2,57.0,57.4,57.3,70.0,68.5,67.0,68.0,67.0,1.2,0.2,-0.4,0.1,1.1,1.5,1.5,-1.0,1.0,3.0
16.0,27.0,25.0,25.0,160.0,66.0,63.3,62.8,61.7,61.0,87.0,83.5,86.0,86.0,85.5,2.7,0.5,1.1,0.7,5.0,3.5,-2.5,0.0,0.5,1.5
28.0,28.0,28.0,28.0,172.0,80.1,78.3,76.8,76.5,76.5,88.5,87.5,86.0,85.5,85.0,1.8,1.5,0.3,0.0,3.6,1.0,1.5,0.5,0.5,3.5
24.0,28.0,28.0,28.0,156.0,51.0,50.5,50.2,49.5,49.3,73.0,69.0,68.0,67.0,67.0,0.5,0.3,0.7,0.2,1.7,4.0,1.0,1.0,0.0,6.0
24.0,28.0,27.0,24.0,150.0,57.0,55.5,54.7,53.8,52.6,86.0,82.0,80.0,79.0,76.0,1.5,0.8,0.9,1.2,4.4,4.0,2.0,1.0,3.0,10.0
19.0,17.0,13.0,12.0,164.0,67.9,67.5,66.7,66.0,65.3,83.0,80.0,79.0,78.0,77.0,0.4,0.8,0.7,0.7,2.6,3.0,1.0,1.0,1.0,6.0
23.0,26.0,28.0,28.0,167.0,63.0,60.9,61.0,60.5,58.9,84.0,80.0,78.0,77.0,76.5,2.1,-0.1,0.5,1.6,4.1,4.0,2.0,1.0,0.5,7.5
24.0,28.0,28.0,28.0,161.0,58.1,57.7,56.4,56.0,56.0,77.0,75.5,74.0,73.0,72.0,0.4,1.3,0.4,0.0,2.1,1.5,1.5,1.0,1.0,5.0
