checkinCount1,checkinCount2,checkinCount3,checkinCount4,height0,weight0,weight1,weight2,weight3,weight4,waistline0,waistline1,waistline2,waistline3,waistline4,deltaWeight1,deltaWeight2,deltaWeight3,deltaWeight4,deltaWeightAll,deltaWaist1,deltaWaist2,deltaWaist3,deltaWaist4,deltaWaistAll
22.0,20.0,19.0,25.0,160.0,67.5,65.3,64.3,63.9,63.8,85.0,83.0,80.0,79.0,78.0,2.2,1.0,0.4,0.1,3.7,2.0,3.0,1.0,1.0,7.0
24.0,28.0,27.0,27.0,168.0,75.0,72.0,70.9,69.8,69.0,89.0,82.0,81.5,81.5,81.0,3.0,1.1,1.1,0.8,6.0,7.0,0.5,0.0,0.5,8.0
20.0,25.0,28.0,24.0,165.0,52.0,50.5,49.3,49.9,49.1,70.0,64.0,68.0,63.0,62.5,1.5,1.2,-0.6,0.8,2.9,6.0,-4.0,5.0,0.5,7.5
20.0,19.0,11.0,9.0,160.0,53.8,53.5,52.9,52.9,52.3,68.0,67.0,65.5,64.0,63.0,0.3,0.6,0.0,0.6,1.5,1.0,1.5,1.5,1.0,5.0
28.0,28.0,28.0,28.0,163.0,76.0,74.0,72.5,71.1,70.7,94.0,91.0,90.5,85.0,84.5,2.0,1.5,1.4,0.4,5.3,3.0,0.5,5.5,0.5,9.5
19.0,24.0,14.0,14.0,176.0,74.0,72.8,72.0,72.0,72.0,85.0,83.0,81.5,81.0,82.0,1.2,0.8,0.0,0.0,2.0,2.0,1.5,0.5,-1.0,3.0
23.0,27.0,26.0,26.0,161.0,56.0,54.2,53.9,54.4,53.7,67.0,63.0,61.8,61.5,62.5,1.8,0.3,-0.5,0.7,2.3,4.0,1.2,0.3,-1.0,4.5
24.0,28.0,27.0,24.0,164.0,65.1,63.5,62.7,61.8,61.2,79.0,77.0,75.0,75.0,74.0,1.6,0.8,0.9,0.6,3.9,2.0,2.0,0.0,1.0,5.0
24.0,21.0,22.0,20.0,166.0,59.0,57.2,57.5,56.7,56.1,73.0,73.0,71.0,70.0,70.5,1.8,-0.3,0.8,0.6,2.9,0.0,2.0,1.0,-0.5,2.5
21.0,25.0,25.0,22.0,161.0,78.6,77.9,76.2,76.3,75.3,96.0,92.0,89.5,89.0,87.0,0.7,1.7,-0.1,1.0,3.3,4.0,2.5,0.5,2.0,9.0
20.0,17.0,11.0,11.0,170.0,69.8,68.6,67.8,67.5,67.0,76.0,75.5,74.0,74.5,74.8,1.2,0.8,0.3,0.5,2.8,0.5,1.5,-0.5,-0.3,1.2
24.0,22.0,26.0,28.0,163.0,55.0,54.0,54.5,53.5,52.8,71.5,71.0,69.0,68.0,66.0,1.0,-0.5,1.0,0.7,2.2,0.5,2.0,1.0,2.0,5.5
23.0,20.0,17.0,0.0,158.0,55.2,54.3,54.0,53.5,53.3,74.0,73.0,70.0,69.0,69.0,0.9,0.3,0.5,0.2,1.9,1.0,3.0,1.0,0.0,5.0
21.0,25.0,18.0,23.0,179.0,74.5,72.6,72.7,72.0,70.8,84.0,80.0,80.0,79.0,78.0,1.9,-0.1,0.7,1.2,3.7,4.0,0.0,1.0,1.0,6.0
22.0,24.0,27.0,21.0,160.0,70.0,69.3,68.5,68.4,68.2,87.0,87.0,85.0,84.0,84.0,0.7,0.8,0.1,0.2,1.8,0.0,2.0,1.0,0.0,3.0
28.0,28.0,28.0,28.0,155.0,58.7,57.0,55.9,55.0,54.5,81.0,87.0,84.0,80.0,79.0,1.7,1.1,0.9,0.5,4.2,-6.0,3.0,4.0,1.0,2.0
23.0,20.0,17.0,8.0,170.0,70.9,68.8,69.0,69.5,69.4,71.7,70.3,69.0,68.5,68.0,2.1,-0.2,-0.5,0.1,1.5,1.4,1.3,0.5,0.5,3.7
17.0,22.0,21.0,19.0,158.0,64.0,63.5,61.9,61.5,60.5,97.0,94.0,88.0,88.0,88.0,0.5,1.6,0.4,1.0,3.5,3.0,6.0,0.0,0.0,9.0
24.0,27.0,14.0,16.0,163.0,77.0,75.5,74.5,74.0,73.0,95.0,92.0,90.0,91.0,85.0,1.5,1.0,0.5,1.0,4.0,3.0,2.0,-1.0,6.0,10.0
21.0,24.0,25.0,8.0,162.0,56.0,55.5,55.0,55.5,54.4,72.5,70.0,68.0,68.5,68.0,0.5,0.5,-0.5,1.1,1.6,2.5,2.0,-0.5,0.5,4.5
28.0,28.0,28.0,28.0,161.0,74.0,73.0,72.0,71.0,71.2,89.2,84.3,82.1,82.0,83.0,1.0,1.0,1.0,-0.2,2.8,4.9,2.2,0.1,-1.0,6.2
22.0,24.0,21.0,25.0,168.0,63.0,61.1,59.9,59.1,58.7,71.5,69.5,68.0,67.0,67.0,1.9,1.2,0.8,0.4,4.3,2.0,1.5,1.0,0.0,4.5
28.0,27.0,27.0,27.0,164.0,56.2,54.8,54.1,53.9,53.5,69.0,68.0,66.5,67.0,67.0,1.4,0.7,0.2,0.4,2.7,1.0,1.5,-0.5,0.0,2.0
22.0,18.0,23.0,19.0,161.0,71.1,70.3,69.2,68.4,68.0,89.0,85.0,88.0,84.0,81.0,0.8,1.1,0.8,0.4,3.1,4.0,-3.0,4.0,3.0,8.0
20.0,19.0,15.0,12.0,171.0,70.0,69.0,69.0,68.5,67.0,72.0,72.0,70.0,70.0,68.0,1.0,0.0,0.5,1.5,3.0,0.0,2.0,0.0,2.0,4.0
24.0,20.0,20.0,24.0,165.0,70.5,69.0,69.0,69.0,68.5,85.0,78.0,80.0,79.0,77.0,1.5,0.0,0.0,0.5,2.0,7.0,-2.0,1.0,2.0,8.0
19.0,21.0,12.0,6.0,168.0,81.7,80.1,80.0,79.3,78.0,88.0,83.0,83.0,81.5,80.0,1.6,0.1,0.7,1.3,3.7,5.0,0.0,1.5,1.5,8.0
23.0,28.0,26.0,25.0,158.0,64.3,62.9,62.2,62.5,62.2,87.0,86.0,83.0,82.0,81.0,1.4,0.7,-0.3,0.3,2.1,1.0,3.0,1.0,1.0,6.0
22.0,26.0,23.0,12.0,164.0,86.0,85.0,84.9,84.2,84.0,97.0,95.0,95.0,95.0,93.0,1.0,0.1,0.7,0.2,2.0,2.0,0.0,0.0,2.0,4.0
16.0,20.0,20.0,17.0,176.0,81.6,78.9,78.6,77.5,77.0,93.0,83.0,84.0,82.0,83.0,2.7,0.3,1.1,0.5,4.6,10.0,-1.0,2.0,-1.0,10.0
28.0,26.0,21.0,17.0,163.0,56.0,55.7,55.6,55.3,55.2,68.0,69.0,68.0,65.0,62.0,0.3,0.1,0.3,0.1,0.8,-1.0,1.0,3.0,3.0,6.0
22.0,25.0,24.0,15.0,161.0,72.9,71.9,71.4,70.7,70.7,85.5,84.0,83.0,82.0,82.0,1.0,0.5,0.7,0.0,2.2,1.5,1.0,1.0,0.0,3.5
3.0,0.0,0.0,0.0,165.0,58.5,57.0,56.3,55.7,55.2,71.0,69.0,68.0,67.0,67.0,1.5,0.7,0.6,0.5,3.3,2.0,1.0,1.0,0.0,4.0
23.0,27.0,27.0,26.0,178.0,76.0,74.5,73.5,72.0,71.5,86.0,83.0,81.0,78.0,77.0,1.5,1.0,1.5,0.5,4.5,3.0,2.0,3.0,1.0,9.0
21.0,22.0,14.0,20.0,165.0,61.5,59.8,58.8,57.9,57.0,78.0,73.0,71.0,71.0,70.0,1.7,1.0,0.9,0.9,4.5,5.0,2.0,0.0,1.0,8.0
22.0,26.0,24.0,24.0,159.0,64.7,62.3,62.1,61.8,61.8,83.0,79.0,77.0,76.0,75.0,2.4,0.2,0.3,0.0,2.9,4.0,2.0,1.0,1.0,8.0
23.0,27.0,23.0,25.0,168.0,67.7,65.5,64.5,63.9,63.5,74.0,73.0,72.5,71.5,71.0,2.2,1.0,0.6,0.4,4.2,1.0,0.5,1.0,0.5,3.0
23.0,27.0,21.0,5.0,165.0,79.4,77.4,77.4,76.8,75.9,96.0,92.0,90.0,89.0,88.0,2.0,0.0,0.6,0.9,3.5,4.0,2.0,1.0,1.0,8.0
24.0,26.0,27.0,23.0,165.0,86.6,85.6,85.1,84.0,82.3,93.0,91.0,90.0,89.0,89.0,1.0,0.5,1.1,1.7,4.3,2.0,1.0,1.0,0.0,4.0
2.0,10.0,3.0,5.0,166.0,63.5,62.2,61.8,61.4,60.8,77.0,74.0,74.0,73.5,73.0,1.3,0.4,0.4,0.6,2.7,3.0,0.0,0.5,0.5,4.0
24.0,28.0,28.0,28.0,171.0,65.0,64.0,63.4,63.3,62.6,78.0,76.0,75.0,75.0,74.0,1.0,0.6,0.1,0.7,2.4,2.0,1.0,0.0,1.0,4.0
20.0,21.0,21.0,20.0,156.0,57.5,56.7,56.2,55.9,55.0,81.0,79.0,76.0,75.0,75.0,0.8,0.5,0.3,0.9,2.5,2.0,3.0,1.0,0.0,6.0
22.0,19.0,23.0,28.0,161.0,68.0,66.4,65.0,64.0,64.5,84.0,82.0,82.0,79.0,78.0,1.6,1.4,1.0,-0.5,3.5,2.0,0.0,3.0,1.0,6.0
28.0,27.0,25.0,24.0,165.0,72.5,70.5,69.5,68.9,68.0,86.0,83.0,80.0,81.0,81.0,2.0,1.0,0.6,0.9,4.5,3.0,3.0,-1.0,0.0,5.0
15.0,14.0,8.0,4.0,167.0,55.2,53.6,53.4,53.1,53.0,76.0,72.0,78.0,72.0,71.0,1.6,0.2,0.3,0.1,2.2,4.0,-6.0,6.0,1.0,5.0
23.0,24.0,19.0,23.0,163.0,64.8,63.6,62.9,62.5,61.5,82.0,81.0,81.0,80.0,78.0,1.2,0.7,0.4,1.0,3.3,1.0,0.0,1.0,2.0,4.0
17.0,20.0,23.0,17.0,172.0,92.0,89.9,88.7,86.8,86.5,107.0,104.0,101.0,99.0,99.0,2.1,1.2,1.9,0.3,5.5,3.0,3.0,2.0,0.0,8.0
23.0,27.0,27.0,18.0,160.0,50.8,50.4,49.4,49.6,49.0,71.0,64.0,66.0,66.0,64.0,0.4,1.0,-0.2,0.6,1.8,7.0,-2.0,0.0,2.0,7.0
22.0,27.0,28.0,23.0,167.0,54.3,53.6,53.5,53.9,53.0,68.0,66.0,67.0,66.5,66.0,0.7,0.1,-0.4,0.9,1.3,2.0,-1.0,0.5,0.5,2.0
18.0,24.0,23.0,13.0,168.0,54.0,52.6,53.2,51.3,51.3,68.0,65.0,65.5,64.0,63.0,1.4,-0.6,1.9,0.0,2.7,3.0,-0.5,1.5,1.0,5.0
17.0,22.0,25.0,12.0,150.0,53.4,52.3,51.8,52.3,52.3,77.0,76.0,74.0,75.0,75.0,1.1,0.5,-0.5,0.0,1.1,1.0,2.0,-1.0,0.0,2.0
19.0,27.0,14.0,0.0,183.0,73.0,72.6,72.6,72.2,71.0,80.0,78.0,76.0,75.5,76.0,0.4,0.0,0.4,1.2,2.0,2.0,2.0,0.5,-0.5,4.0
24.0,28.0,28.0,24.0,171.0,60.9,60.6,59.4,60.0,58.5,74.5,74.0,73.0,73.0,69.0,0.3,1.2,-0.6,1.5,2.4,0.5,1.0,0.0,4.0,5.5
23.0,26.0,25.0,26.0,158.0,53.6,53.0,52.0,51.4,51.6,70.8,70.0,69.5,68.5,67.2,0.6,1.0,0.6,-0.2,2.0,0.8,0.5,1.0,1.3,3.6
19.0,24.0,20.0,16.0,167.0,65.0,63.4,63.0,62.9,62.3,77.0,76.0,77.0,76.0,75.0,1.6,0.4,0.1,0.6,2.7,1.0,-1.0,1.0,1.0,2.0
24.0,28.0,28.0,28.0,164.0,64.0,63.0,61.5,62.0,59.5,82.0,78.0,77.0,76.0,75.0,1.0,1.5,-0.5,2.5,4.5,4.0,1.0,1.0,1.0,7.0
28.0,28.0,23.0,18.0,157.0,69.0,68.7,68.0,67.2,67.1,81.0,79.0,78.0,76.0,76.0,0.3,0.7,0.8,0.1,1.9,2.0,1.0,2.0,0.0,5.0
26.0,23.0,23.0,17.0,169.0,72.0,70.8,70.4,69.5,68.8,77.0,76.0,75.0,75.0,74.5,1.2,0.4,0.9,0.7,3.2,1.0,1.0,0.0,0.5,2.5
27.0,27.0,26.0,24.0,172.0,101.0,99.0,97.5,95.2,94.0,102.0,108.0,99.5,94.5,95.5,2.0,1.5,2.3,1.2,7.0,-6.0,8.5,5.0,-1.0,6.5
24.0,28.0,25.0,26.0,160.0,55.5,53.7,54.3,53.5,53.0,79.0,77.0,77.5,76.5,76.0,1.8,-0.6,0.8,0.5,2.5,2.0,-0.5,1.0,0.5,3.0
23.0,28.0,27.0,25.0,155.0,45.0,44.6,44.1,43.7,43.0,66.8,65.0,64.7,63.6,63.2,0.4,0.5,0.4,0.7,2.0,1.8,0.3,1.1,0.4,3.6
18.0,24.0,26.0,21.0,162.0,66.0,62.6,61.4,61.3,60.5,75.0,71.0,70.0,69.5,72.0,3.4,1.2,0.1,0.8,5.5,4.0,1.0,0.5,-2.5,3.0
16.0,21.0,24.0,20.0,165.0,79.0,77.7,76.5,76.0,74.9,89.0,88.0,88.0,86.5,82.0,1.3,1.2,0.5,1.1,4.1,1.0,0.0,1.5,4.5,7.0
20.0,20.0,15.0,15.0,160.0,56.6,56.5,55.5,55.3,54.9,74.0,75.0,72.5,72.0,71.0,0.1,1.0,0.2,0.4,1.7,-1.0,2.5,0.5,1.0,3.0
28.0,26.0,16.0,11.0,162.0,73.0,71.1,70.1,69.8,68.5,80.0,80.0,77.0,75.5,75.0,1.9,1.0,0.3,1.3,4.5,0.0,3.0,1.5,0.5,5.0
27.0,24.0,27.0,18.0,163.0,58.5,57.5,57.8,56.5,56.5,75.0,72.0,73.0,70.0,68.0,1.0,-0.3,1.3,0.0,2.0,3.0,-1.0,3.0,2.0,7.0
24.0,28.0,26.0,28.0,165.0,55.3,54.4,53.5,53.2,52.5,77.0,75.5,75.0,73.0,72.0,0.9,0.9,0.3,0.7,2.8,1.5,0.5,2.0,1.0,5.0
19.0,21.0,20.0,5.0,184.0,76.0,74.4,73.0,72.1,72.1,78.0,76.0,74.0,74.0,74.0,1.6,1.4,0.9,0.0,3.9,2.0,2.0,0.0,0.0,4.0
20.0,26.0,20.0,15.0,158.0,50.8,49.5,50.0,49.6,48.8,74.0,71.0,71.5,68.0,67.0,1.3,-0.5,0.4,0.8,2.0,3.0,-0.5,3.5,1.0,7.0
28.0,21.0,24.0,24.0,161.0,55.6,55.2,55.4,54.4,54.0,72.0,71.0,72.0,71.0,70.5,0.4,-0.2,1.0,0.4,1.6,1.0,-1.0,1.0,0.5,1.5
19.0,21.0,21.0,22.0,162.0,63.3,61.9,61.7,60.6,60.4,78.0,73.0,73.5,71.0,72.0,1.4,0.2,1.1,0.2,2.9,5.0,-0.5,2.5,-1.0,6.0
21.0,22.0,21.0,20.0,165.0,72.5,71.7,71.2,70.6,69.3,82.0,81.0,79.5,78.0,78.0,0.8,0.5,0.6,1.3,3.2,1.0,1.5,1.5,0.0,4.0
