checkinCount1,checkinCount2,checkinCount3,checkinCount4,height0,weight0,weight1,weight2,weight3,weight4,waistline0,waistline1,waistline2,waistline3,waistline4,deltaWeight1,deltaWeight2,deltaWeight3,deltaWeight4,deltaWeightAll,deltaWaist1,deltaWaist2,deltaWaist3,deltaWaist4,deltaWaistAll
23.0,26.0,23.0,20.0,163.0,60.8,60.2,58.8,58.3,58.0,74.0,73.0,70.5,70.0,67.0,0.6,1.4,0.5,0.3,2.8,1.0,2.5,0.5,3.0,7.0
24.0,28.0,22.0,26.0,164.0,67.0,63.8,63.9,62.5,61.9,93.0,89.0,88.0,87.0,86.0,3.2,-0.1,1.4,0.6,5.1,4.0,1.0,1.0,1.0,7.0
24.0,23.0,28.0,27.0,155.0,61.0,59.0,57.6,57.3,57.1,82.0,79.0,77.0,76.0,75.5,2.0,1.4,0.3,0.2,3.9,3.0,2.0,1.0,0.5,6.5
18.0,21.0,21.0,20.0,167.0,66.1,63.3,62.6,62.2,61.3,82.0,80.0,79.0,78.0,76.5,2.8,0.7,0.4,0.9,4.8,2.0,1.0,1.0,1.5,5.5
21.0,25.0,24.0,16.0,160.0,60.4,59.0,58.5,58.3,58.4,79.0,74.0,72.0,71.0,73.0,1.4,0.5,0.2,-0.1,2.0,5.0,2.0,1.0,-2.0,6.0
25.0,28.0,28.0,26.0,155.0,56.7,55.3,55.9,55.7,55.2,79.0,77.0,79.0,81.0,78.0,1.4,-0.6,0.2,0.5,1.5,2.0,-2.0,-2.0,3.0,1.0
16.0,23.0,22.0,22.0,180.0,75.0,73.0,71.9,71.5,70.3,89.0,87.0,83.5,84.0,81.0,2.0,1.1,0.4,1.2,4.7,2.0,3.5,-0.5,3.0,8.0
20.0,23.0,21.0,21.0,158.0,56.3,55.7,55.2,54.6,54.1,78.0,74.0,73.0,72.0,72.0,0.6,0.5,0.6,0.5,2.2,4.0,1.0,1.0,0.0,6.0
13.0,24.0,27.0,24.0,167.0,59.4,58.0,58.2,56.5,56.2,69.0,65.0,67.0,65.0,61.0,1.4,-0.2,1.7,0.3,3.2,4.0,-2.0,2.0,4.0,8.0
23.0,25.0,14.0,23.0,158.0,68.0,66.5,66.3,65.4,64.0,95.0,94.0,93.0,88.0,89.0,1.5,0.2,0.9,1.4,4.0,1.0,1.0,5.0,-1.0,6.0
19.0,24.0,19.0,19.0,173.0,73.1,71.0,70.1,68.6,68.7,84.0,82.0,79.0,78.0,78.0,2.1,0.9,1.5,-0.1,4.4,2.0,3.0,1.0,0.0,6.0
16.0,12.0,7.0,4.0,172.0,76.0,74.8,73.5,73.3,72.3,91.0,93.0,86.0,87.0,87.0,1.2,1.3,0.2,1.0,3.7,-2.0,7.0,-1.0,0.0,4.0
22.0,21.0,10.0,24.0,164.0,55.4,55.1,54.0,54.0,53.3,73.0,69.0,66.0,67.0,70.0,0.3,1.1,0.0,0.7,2.1,4.0,3.0,-1.0,-3.0,3.0
24.0,28.0,28.0,27.0,160.0,55.0,54.0,54.0,54.0,54.0,70.0,66.0,64.0,64.0,63.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,7.0
21.0,23.0,25.0,20.0,161.0,75.0,74.0,73.8,71.0,71.0,88.0,86.0,86.0,83.0,84.0,1.0,0.2,2.8,0.0,4.0,2.0,0.0,3.0,-1.0,4.0
23.0,24.0,20.0,8.0,163.0,54.9,53.9,53.7,53.4,53.1,72.0,71.0,70.0,70.0,71.0,1.0,0.2,0.3,0.3,1.8,1.0,1.0,0.0,-1.0,1.0
28.0,28.0,28.0,28.0,172.0,58.5,58.2,57.4,57.1,56.9,68.0,66.0,67.5,67.0,66.0,0.3,0.8,0.3,0.2,1.6,2.0,-1.5,0.5,1.0,2.0
24.0,26.0,24.0,26.0,175.0,87.0,85.0,84.3,82.7,82.2,98.0,98.0,95.0,95.0,93.0,2.0,0.7,1.6,0.5,4.8,0.0,3.0,0.0,2.0,5.0
24.0,28.0,28.0,26.0,161.0,58.7,57.0,56.2,56.0,55.0,68.0,67.0,66.0,61.0,61.0,1.7,0.8,0.2,1.0,3.7,1.0,1.0,5.0,0.0,7.0
24.0,28.0,28.0,28.0,163.0,59.0,57.7,57.0,57.3,56.7,84.0,77.0,76.0,76.0,75.0,1.3,0.7,-0.3,0.6,2.3,7.0,1.0,0.0,1.0,9.0
0.0,3.0,27.0,23.0,156.0,61.5,59.9,60.0,59.7,59.8,75.0,73.5,73.0,73.0,73.0,1.6,-0.1,0.3,-0.1,1.7,1.5,0.5,0.0,0.0,2.0
24.0,27.0,22.0,14.0,158.0,56.0,55.5,55.5,54.9,54.7,74.5,70.0,69.0,68.5,68.5,0.5,0.0,0.6,0.2,1.3,4.5,1.0,0.5,0.0,6.0
24.0,23.0,25.0,11.0,157.0,50.8,50.0,49.9,49.7,49.5,70.0,67.0,68.5,68.5,65.5,0.8,0.1,0.2,0.2,1.3,3.0,-1.5,0.0,3.0,4.5
23.0,27.0,27.0,27.0,189.0,105.0,100.8,99.6,98.2,95.5,104.3,100.0,98.5,96.8,95.5,4.2,1.2,1.4,2.7,9.5,4.3,1.5,1.7,1.3,8.8
24.0,28.0,28.0,26.0,162.0,49.6,47.9,48.2,48.2,49.0,65.0,62.8,62.9,62.3,61.4,1.7,-0.3,0.0,-0.8,0.6,2.2,-0.1,0.6,0.9,3.6
18.0,19.0,23.0,14.0,174.0,78.6,78.1,78.0,77.1,77.0,90.0,89.0,88.0,88.0,88.0,0.5,0.1,0.9,0.1,1.6,1.0,1.0,0.0,0.0,2.0
19.0,22.0,22.0,26.0,157.0,56.3,54.7,53.8,52.7,52.8,81.3,78.0,76.0,75.5,76.0,1.6,0.9,1.1,-0.1,3.5,3.3,2.0,0.5,-0.5,5.3
26.0,20.0,25.0,25.0,156.0,53.6,53.4,52.3,51.5,50.4,74.0,73.0,73.0,72.0,69.0,0.2,1.1,0.8,1.1,3.2,1.0,0.0,1.0,3.0,5.0
22.0,26.0,23.0,24.0,160.0,59.5,58.5,58.0,57.5,57.5,78.0,73.0,72.3,72.0,75.5,1.0,0.5,0.5,0.0,2.0,5.0,0.7,0.3,-3.5,2.5
24.0,28.0,28.0,28.0,156.0,60.5,59.4,59.2,58.8,58.8,75.0,71.5,70.8,69.8,70.0,1.1,0.2,0.4,0.0,1.7,3.5,0.7,1.0,-0.2,5.0
23.0,27.0,28.0,27.0,155.0,64.8,63.0,61.9,61.5,61.2,77.5,75.0,73.5,73.0,72.5,1.8,1.1,0.4,0.3,3.6,2.5,1.5,0.5,0.5,5.0
24.0,28.0,27.0,24.0,164.0,54.5,53.0,52.8,52.3,51.7,68.0,65.0,65.0,64.0,63.0,1.5,0.2,0.5,0.6,2.8,3.0,0.0,1.0,1.0,5.0
28.0,27.0,24.0,15.0,163.0,81.0,78.0,78.0,77.0,77.0,103.0,98.0,98.0,95.0,96.0,3.0,0.0,1.0,0.0,4.0,5.0,0.0,3.0,-1.0,7.0
22.0,27.0,26.0,17.0,160.0,61.7,60.7,60.1,59.2,58.5,80.0,79.0,79.0,79.0,76.0,1.0,0.6,0.9,0.7,3.2,1.0,0.0,0.0,3.0,4.0
23.0,27.0,27.0,27.0,164.0,60.5,57.3,57.0,56.8,56.5,73.0,70.0,68.0,68.0,67.0,3.2,0.3,0.2,0.3,4.0,3.0,2.0,0.0,1.0,6.0
28.0,24.0,26.0,12.0,159.0,51.0,50.0,49.5,49.0,49.5,73.5,71.5,71.0,72.0,71.0,1.0,0.5,0.5,-0.5,1.5,2.0,0.5,-1.0,1.0,2.5
28.0,28.0,28.0,28.0,163.0,64.3,62.8,62.3,62.0,61.3,91.5,90.0,88.0,88.0,87.5,1.5,0.5,0.3,0.7,3.0,1.5,2.0,0.0,0.5,4.0
28.0,28.0,27.0,25.0,168.0,56.5,54.6,54.0,54.0,53.9,70.0,67.0,65.5,64.0,63.0,1.9,0.6,0.0,0.1,2.6,3.0,1.5,1.5,1.0,7.0
28.0,28.0,28.0,28.0,161.0,68.6,68.0,66.6,65.8,65.2,83.0,82.0,79.0,78.0,76.0,0.6,1.4,0.8,0.6,3.4,1.0,3.0,1.0,2.0,7.0
22.0,24.0,13.0,1.0,154.0,51.9,51.0,50.2,50.3,49.5,67.0,67.0,66.0,66.0,65.0,0.9,0.8,-0.1,0.8,2.4,0.0,1.0,0.0,1.0,2.0
24.0,28.0,28.0,28.0,165.0,70.6,69.1,68.3,67.1,67.0,82.0,79.0,76.0,76.0,76.0,1.5,0.8,1.2,0.1,3.6,3.0,3.0,0.0,0.0,6.0
23.0,28.0,26.0,27.0,177.0,85.0,81.4,80.4,79.4,77.7,96.0,92.0,91.0,89.0,87.0,3.6,1.0,1.0,1.7,7.3,4.0,1.0,2.0,2.0,9.0
22.0,22.0,16.0,0.0,166.0,67.0,66.3,65.9,65.6,65.3,83.0,77.0,84.0,79.0,79.0,0.7,0.4,0.3,0.3,1.7,6.0,-7.0,5.0,0.0,4.0
27.0,28.0,10.0,23.0,160.0,58.4,57.9,57.6,57.6,56.7,80.0,77.5,75.0,73.0,74.0,0.5,0.3,0.0,0.9,1.7,2.5,2.5,2.0,-1.0,6.0
24.0,26.0,28.0,27.0,160.0,67.4,65.8,65.1,63.7,63.7,77.0,76.0,75.0,73.5,74.0,1.6,0.7,1.4,0.0,3.7,1.0,1.0,1.5,-0.5,3.0
24.0,28.0,28.0,25.0,158.0,55.4,53.5,53.0,52.0,51.8,72.0,70.0,69.0,68.0,67.0,1.9,0.5,1.0,0.2,3.6,2.0,1.0,1.0,1.0,5.0
24.0,27.0,25.0,22.0,164.0,66.0,65.6,64.2,63.5,62.2,78.0,78.0,76.0,75.0,76.0,0.4,1.4,0.7,1.3,3.8,0.0,2.0,1.0,-1.0,2.0
27.0,27.0,27.0,28.0,159.0,62.0,61.0,61.0,59.9,59.7,90.0,85.0,85.0,88.0,85.0,1.0,0.0,1.1,0.2,2.3,5.0,0.0,-3.0,3.0,5.0
23.0,24.0,26.0,24.0,179.0,91.0,88.4,88.5,86.6,85.3,99.0,95.0,95.0,94.0,93.0,2.6,-0.1,1.9,1.3,5.7,4.0,0.0,1.0,1.0,6.0
24.0,28.0,27.0,27.0,158.0,60.8,59.6,58.6,58.8,58.8,83.0,81.0,80.5,80.0,79.5,1.2,1.0,-0.2,0.0,2.0,2.0,0.5,0.5,0.5,3.5
21.0,21.0,7.0,0.0,160.0,54.4,53.6,53.4,53.4,52.8,77.0,76.0,75.0,75.0,75.0,0.8,0.2,0.0,0.6,1.6,1.0,1.0,0.0,0.0,2.0
23.0,27.0,27.0,26.0,168.0,63.1,61.2,61.3,59.6,60.5,79.0,77.0,76.0,75.0,75.0,1.9,-0.1,1.7,-0.9,2.6,2.0,1.0,1.0,0.0,4.0
19.0,20.0,14.0,4.0,167.0,62.4,61.3,60.0,60.0,60.0,82.0,77.0,75.0,73.0,72.0,1.1,1.3,0.0,0.0,2.4,5.0,2.0,2.0,1.0,10.0
22.0,26.0,24.0,22.0,165.0,58.0,57.0,57.5,57.7,57.2,77.0,75.5,77.0,75.0,74.0,1.0,-0.5,-0.2,0.5,0.8,1.5,-1.5,2.0,1.0,3.0
17.0,13.0,26.0,28.0,163.0,66.5,65.5,65.1,65.1,65.2,80.0,80.0,78.0,78.0,77.0,1.0,0.4,0.0,-0.1,1.3,0.0,2.0,0.0,1.0,3.0
23.0,26.0,27.0,27.0,174.0,65.0,63.6,61.9,61.0,61.7,84.0,83.5,81.0,80.5,79.5,1.4,1.7,0.9,-0.7,3.3,0.5,2.5,0.5,1.0,4.5
24.0,28.0,28.0,28.0,162.0,52.0,51.0,50.0,49.5,49.5,72.0,67.0,66.0,65.0,65.0,1.0,1.0,0.5,0.0,2.5,5.0,1.0,1.0,0.0,7.0
21.0,26.0,26.0,16.0,160.0,57.6,55.8,54.3,53.7,54.0,66.0,66.0,65.0,63.0,64.0,1.8,1.5,0.6,-0.3,3.6,0.0,1.0,2.0,-1.0,2.0
9.0,12.0,2.0,11.0,164.0,64.5,63.1,63.9,62.5,62.4,84.0,78.0,80.0,79.0,76.0,1.4,-0.8,1.4,0.1,2.1,6.0,-2.0,1.0,3.0,8.0
24.0,28.0,28.0,22.0,160.0,58.6,57.0,56.3,55.4,54.5,70.0,68.0,66.0,63.0,62.0,1.6,0.7,0.9,0.9,4.1,2.0,2.0,3.0,1.0,8.0
23.0,23.0,21.0,13.0,165.0,62.0,60.5,59.6,58.9,58.1,80.0,79.5,79.0,79.0,77.0,1.5,0.9,0.7,0.8,3.9,0.5,0.5,0.0,2.0,3.0
