checkinCount1,checkinCount2,checkinCount3,checkinCount4,height0,weight0,weight1,weight2,weight3,weight4,waistline0,waistline1,waistline2,waistline3,waistline4,deltaWeight1,deltaWeight2,deltaWeight3,deltaWeight4,deltaWeightAll,deltaWaist1,deltaWaist2,deltaWaist3,deltaWaist4,deltaWaistAll
24.0,27.0,28.0,22.0,165.0,76.7,75.0,74.2,73.6,72.4,88.0,85.0,86.0,84.0,82.0,1.7,0.8,0.6,1.2,4.3,3.0,-1.0,2.0,2.0,6.0
24.0,21.0,24.0,19.0,165.0,66.2,64.8,64.4,63.9,63.2,82.0,79.0,78.0,76.0,75.0,1.4,0.4,0.5,0.7,3.0,3.0,1.0,2.0,1.0,7.0
21.0,26.0,26.0,23.0,158.0,63.5,61.3,59.3,59.3,58.4,76.0,73.0,72.0,71.0,71.0,2.2,2.0,0.0,0.9,5.1,3.0,1.0,1.0,0.0,5.0
20.0,16.0,8.0,7.0,156.0,48.2,47.9,47.0,46.9,47.2,67.0,67.0,66.0,65.5,65.0,0.3,0.9,0.1,-0.3,1.0,0.0,1.0,0.5,0.5,2.0
23.0,27.0,27.0,25.0,156.0,56.0,55.1,54.9,54.0,53.5,78.0,73.0,71.0,69.0,68.5,0.9,0.2,0.9,0.5,2.5,5.0,2.0,2.0,0.5,9.5
20.0,13.0,0.0,0.0,158.0,47.5,46.8,47.4,47.0,47.0,70.0,64.5,64.5,62.0,64.0,0.7,-0.6,0.4,0.0,0.5,5.5,0.0,2.5,-2.0,6.0
24.0,28.0,28.0,28.0,175.0,77.0,74.0,74.0,73.5,73.0,92.0,90.0,89.0,88.0,87.0,3.0,0.0,0.5,0.5,4.0,2.0,1.0,1.0,1.0,5.0
24.0,28.0,27.0,2.0,154.0,50.5,49.0,48.5,48.3,48.3,72.0,67.0,66.0,65.0,65.0,1.5,0.5,0.2,0.0,2.2,5.0,1.0,1.0,0.0,7.0
24.0,15.0,18.0,27.0,170.0,68.8,68.1,67.9,67.7,66.9,82.0,80.0,79.0,79.0,79.0,0.7,0.2,0.2,0.8,1.9,2.0,1.0,0.0,0.0,3.0
10.0,14.0,15.0,13.0,162.0,62.5,61.5,60.7,60.1,60.5,80.0,79.0,78.0,75.5,76.0,1.0,0.8,0.6,-0.4,2.0,1.0,1.0,2.5,-0.5,4.0
24.0,26.0,28.0,27.0,160.0,76.1,74.2,72.8,72.1,70.2,98.0,92.0,91.0,90.0,88.0,1.9,1.4,0.7,1.9,5.9,6.0,1.0,1.0,2.0,10.0
24.0,25.0,12.0,0.0,173.0,74.9,74.0,72.0,72.2,72.0,91.0,89.5,89.0,89.0,87.5,0.9,2.0,-0.2,0.2,2.9,1.5,0.5,0.0,1.5,3.5
13.0,10.0,10.0,5.0,163.0,65.0,62.0,62.0,61.8,61.8,79.0,79.0,80.0,78.0,78.0,3.0,0.0,0.2,0.0,3.2,0.0,-1.0,2.0,0.0,1.0
19.0,1.0,0.0,1.0,159.0,58.2,57.7,57.2,56.7,56.5,73.0,71.0,70.0,69.0,69.0,0.5,0.5,0.5,0.2,1.7,2.0,1.0,1.0,0.0,4.0
20.0,25.0,18.0,10.0,170.0,60.5,60.0,60.0,59.4,58.6,74.0,72.0,71.0,71.0,70.0,0.5,0.0,0.6,0.8,1.9,2.0,1.0,0.0,1.0,4.0
23.0,27.0,27.0,25.0,162.0,55.8,55.2,54.5,54.3,53.8,73.0,72.0,70.0,70.0,69.0,0.6,0.7,0.2,0.5,2.0,1.0,2.0,0.0,1.0,4.0
23.0,23.0,23.0,23.0,176.0,93.0,90.4,88.0,86.6,84.3,106.0,104.0,103.0,101.0,101.0,2.6,2.4,1.4,2.3,8.7,2.0,1.0,2.0,0.0,5.0
24.0,27.0,28.0,26.0,168.0,64.7,63.4,63.0,62.2,61.6,78.0,76.5,74.5,73.0,71.5,1.3,0.4,0.8,0.6,3.1,1.5,2.0,1.5,1.5,6.5
24.0,27.0,26.0,27.0,165.0,66.0,64.6,65.5,64.5,62.7,78.0,73.0,72.0,69.0,71.0,1.4,-0.9,1.0,1.8,3.3,5.0,1.0,3.0,-2.0,7.0
21.0,5.0,4.0,2.0,181.0,90.1,87.9,86.3,86.7,86.6,102.0,101.0,100.0,98.0,98.0,2.2,1.6,-0.4,0.1,3.5,1.0,1.0,2.0,0.0,4.0
24.0,28.0,28.0,28.0,165.0,56.0,54.0,54.3,53.6,53.4,72.0,72.0,72.0,70.0,68.0,2.0,-0.3,0.7,0.2,2.6,0.0,0.0,2.0,2.0,4.0
24.0,16.0,8.0,6.0,180.0,84.2,83.3,82.7,82.7,82.0,96.0,94.0,94.0,93.0,92.0,0.9,0.6,0.0,0.7,2.2,2.0,0.0,1.0,1.0,4.0
23.0,26.0,18.0,14.0,170.0,69.0,68.0,67.0,67.5,67.5,78.0,77.0,76.0,76.0,76.0,1.0,1.0,-0.5,0.0,1.5,1.0,1.0,0.0,0.0,2.0
28.0,28.0,28.0,27.0,170.0,71.6,69.6,69.3,68.5,67.9,80.0,77.0,74.5,73.0,73.5,2.0,0.3,0.8,0.6,3.7,3.0,2.5,1.5,-0.5,6.5
24.0,28.0,28.0,28.0,159.0,53.3,53.2,52.1,51.9,51.4,72.0,70.0,69.5,69.0,67.0,0.1,1.1,0.2,0.5,1.9,2.0,0.5,0.5,2.0,5.0
22.0,26.0,20.0,11.0,163.0,59.0,57.5,57.2,56.5,55.4,79.0,77.0,77.0,72.0,70.0,1.5,0.3,0.7,1.1,3.6,2.0,0.0,5.0,2.0,9.0
18.0,23.0,18.0,8.0,173.0,76.8,76.5,76.1,75.8,75.5,80.0,80.0,78.0,78.0,77.0,0.3,0.4,0.3,0.3,1.3,0.0,2.0,0.0,1.0,3.0
27.0,26.0,27.0,28.0,163.0,54.7,54.2,54.4,54.7,53.8,67.0,65.0,65.0,64.5,64.5,0.5,-0.2,-0.3,0.9,0.9,2.0,0.0,0.5,0.0,2.5
22.0,26.0,26.0,26.0,162.0,49.9,49.7,49.2,48.7,47.8,64.5,63.0,62.0,60.0,58.0,0.2,0.5,0.5,0.9,2.1,1.5,1.0,2.0,2.0,6.5
23.0,28.0,22.0,12.0,156.0,58.5,57.3,56.2,55.6,55.6,80.0,78.0,76.0,75.0,73.0,1.2,1.1,0.6,0.0,2.9,2.0,2.0,1.0,2.0,7.0
18.0,24.0,10.0,13.0,158.0,53.2,51.4,50.7,51.0,49.8,70.5,68.5,68.0,67.0,66.5,1.8,0.7,-0.3,1.2,3.4,2.0,0.5,1.0,0.5,4.0
24.0,28.0,28.0,28.0,168.0,66.5,65.0,64.5,64.5,63.3,77.5,75.5,71.0,70.0,70.5,1.5,0.5,0.0,1.2,3.2,2.0,4.5,1.0,-0.5,7.0
17.0,21.0,12.0,12.0,165.0,69.7,69.0,67.4,67.0,66.0,76.0,74.0,72.5,71.0,69.0,0.7,1.6,0.4,1.0,3.7,2.0,1.5,1.5,2.0,7.0
21.0,25.0,23.0,22.0,170.0,54.3,53.3,53.0,53.5,53.2,63.0,61.0,60.0,59.5,60.0,1.0,0.3,-0.5,0.3,1.1,2.0,1.0,0.5,-0.5,3.0
22.0,25.0,19.0,18.0,170.0,72.0,70.6,69.6,69.4,68.3,90.0,88.0,86.0,86.0,86.0,1.4,1.0,0.2,1.1,3.7,2.0,2.0,0.0,0.0,4.0
23.0,27.0,27.0,27.0,155.0,48.2,47.3,47.1,46.8,47.0,71.0,70.0,69.0,68.0,68.0,0.9,0.2,0.3,-0.2,1.2,1.0,1.0,1.0,0.0,3.0
27.0,27.0,26.0,15.0,163.0,63.0,62.1,61.9,61.5,61.5,80.0,78.0,78.0,77.0,77.0,0.9,0.2,0.4,0.0,1.5,2.0,0.0,1.0,0.0,3.0
18.0,21.0,21.0,21.0,168.0,73.0,70.0,69.0,68.0,68.5,82.0,79.0,79.0,78.0,77.0,3.0,1.0,1.0,-0.5,4.5,3.0,0.0,1.0,1.0,5.0
17.0,17.0,19.0,11.0,159.0,63.0,62.8,61.9,61.4,61.4,84.0,84.0,85.0,84.0,83.0,0.2,0.9,0.5,0.0,1.6,0.0,-1.0,1.0,1.0,1.0
12.0,11.0,12.0,9.0,158.0,47.5,46.5,46.1,46.5,46.5,67.0,64.0,61.0,61.0,60.0,1.0,0.4,-0.4,0.0,1.0,3.0,3.0,0.0,1.0,7.0
19.0,21.0,20.0,23.0,160.0,49.7,49.0,48.5,48.5,48.5,73.0,72.0,71.5,71.0,71.0,0.7,0.5,0.0,0.0,1.2,1.0,0.5,0.5,0.0,2.0
15.0,24.0,22.0,27.0,168.0,66.5,63.5,62.6,62.2,60.8,76.0,71.2,70.5,70.0,68.0,3.0,0.9,0.4,1.4,5.7,4.8,0.7,0.5,2.0,8.0
19.0,26.0,28.0,24.0,160.0,60.0,59.7,59.2,59.6,59.4,77.0,75.0,73.0,73.0,73.0,0.3,0.5,-0.4,0.2,0.6,2.0,2.0,0.0,0.0,4.0
24.0,28.0,28.0,25.0,159.0,59.7,58.8,58.7,58.3,58.1,84.0,83.0,84.0,79.0,77.0,0.9,0.1,0.4,0.2,1.6,1.0,-1.0,5.0,2.0,7.0
22.0,24.0,19.0,2.0,166.0,65.0,64.2,63.0,62.7,60.5,78.0,76.0,75.5,74.0,73.5,0.8,1.2,0.3,2.2,4.5,2.0,0.5,1.5,0.5,4.5
27.0,25.0,26.0,9.0,156.0,47.8,47.7,47.0,46.7,47.3,72.0,69.0,67.0,68.0,68.0,0.1,0.7,0.3,-0.6,0.5,3.0,2.0,-1.0,0.0,4.0
28.0,28.0,28.0,21.0,162.0,68.0,65.6,64.6,64.6,63.8,86.0,84.0,82.0,83.0,82.0,2.4,1.0,0.0,0.8,4.2,2.0,2.0,-1.0,1.0,4.0
0.0,0.0,0.0,18.0,165.0,71.9,69.9,69.2,67.9,67.9,83.0,81.5,78.5,77.5,78.5,2.0,0.7,1.3,0.0,4.0,1.5,3.0,1.0,-1.0,4.5
22.0,18.0,25.0,18.0,162.0,70.0,68.9,68.1,67.3,67.3,89.0,89.0,86.0,84.0,85.0,1.1,0.8,0.8,0.0,2.7,0.0,3.0,2.0,-1.0,4.0
28.0,23.0,15.0,18.0,165.0,101.0,98.5,96.7,95.8,94.5,116.0,111.0,110.0,107.0,106.0,2.5,1.8,0.9,1.3,6.5,5.0,1.0,3.0,1.0,10.0
27.0,27.0,27.0,28.0,160.0,64.0,61.5,61.0,59.6,58.8,94.0,90.0,90.0,88.5,86.0,2.5,0.5,1.4,0.8,5.2,4.0,0.0,1.5,2.5,8.0
19.0,25.0,22.0,12.0,164.0,72.5,71.7,71.0,70.1,69.2,86.0,86.0,84.0,83.0,82.0,0.8,0.7,0.9,0.9,3.3,0.0,2.0,1.0,1.0,4.0
23.0,22.0,22.0,21.0,164.0,56.0,55.1,54.6,54.6,55.0,72.0,69.0,70.0,69.0,69.0,0.9,0.5,0.0,-0.4,1.0,3.0,-1.0,1.0,0.0,3.0
21.0,19.0,16.0,1.0,166.0,69.3,68.8,69.4,68.1,67.2,83.0,82.6,82.0,81.5,82.5,0.5,-0.6,1.3,0.9,2.1,0.4,0.6,0.5,-1.0,0.5
19.0,21.0,20.0,13.0,158.0,58.0,57.0,55.2,54.4,54.5,76.0,76.0,71.0,70.0,69.0,1.0,1.8,0.8,-0.1,3.5,0.0,5.0,1.0,1.0,7.0
23.0,21.0,11.0,8.0,166.0,55.8,54.8,55.3,55.1,54.6,78.6,71.9,70.2,70.9,71.7,1.0,-0.5,0.2,0.5,1.2,6.7,1.7,-0.7,-0.8,6.9
17.0,9.0,10.0,2.0,163.0,71.3,70.0,68.8,69.7,69.7,82.0,81.0,80.0,80.0,79.5,1.3,1.2,-0.9,0.0,1.6,1.0,1.0,0.0,0.5,2.5
27.0,28.0,21.0,20.0,165.0,66.3,64.0,63.3,61.3,61.2,78.0,72.0,71.0,69.0,68.5,2.3,0.7,2.0,0.1,5.1,6.0,1.0,2.0,0.5,9.5
18.0,22.0,13.0,0.0,175.0,90.0,87.5,86.7,85.7,84.9,91.0,89.0,86.0,87.5,85.0,2.5,0.8,1.0,0.8,5.1,2.0,3.0,-1.5,2.5,6.0
27.0,19.0,26.0,11.0,160.0,54.2,52.9,52.9,52.2,51.8,67.0,66.0,65.5,63.5,62.0,1.3,0.0,0.7,0.4,2.4,1.0,0.5,2.0,1.5,5.0
28.0,28.0,28.0,28.0,166.0,83.1,81.6,80.6,79.2,78.0,94.0,90.0,90.0,88.5,88.0,1.5,1.0,1.4,1.2,5.1,4.0,0.0,1.5,0.5,6.0
20.0,20.0,22.0,22.0,170.0,61.2,60.7,59.8,59.5,59.5,77.0,74.0,72.0,72.0,74.0,0.5,0.9,0.3,0.0,1.7,3.0,2.0,0.0,-2.0,3.0
23.0,23.0,28.0,20.0,160.0,49.0,47.5,48.0,48.0,47.9,70.0,67.0,66.0,65.0,64.0,1.5,-0.5,0.0,0.1,1.1,3.0,1.0,1.0,1.0,6.0
22.0,26.0,25.0,22.0,160.0,75.0,72.0,71.0,70.8,71.1,99.0,95.0,95.0,91.0,91.0,3.0,1.0,0.2,-0.3,3.9,4.0,0.0,4.0,0.0,8.0
2.0,1.0,19.0,18.0,167.0,57.0,56.1,55.8,54.6,54.0,68.0,65.0,63.0,62.0,61.0,0.9,0.3,1.2,0.6,3.0,3.0,2.0,1.0,1.0,7.0
25.0,27.0,26.0,19.0,166.0,65.0,64.8,64.2,63.3,63.5,87.5,86.0,85.5,85.5,86.0,0.2,0.6,0.9,-0.2,1.5,1.5,0.5,0.0,-0.5,1.5
23.0,28.0,24.0,27.0,158.0,61.8,60.0,59.4,59.0,58.0,82.0,79.0,76.0,76.0,74.0,1.8,0.6,0.4,1.0,3.8,3.0,3.0,0.0,2.0,8.0
28.0,28.0,28.0,24.0,168.0,70.5,68.8,67.0,66.6,65.0,79.0,76.5,77.0,75.0,73.0,1.7,1.8,0.4,1.6,5.5,2.5,-0.5,2.0,2.0,6.0
21.0,26.0,20.0,16.0,158.0,55.0,53.0,52.5,52.0,51.5,71.5,71.0,67.0,68.5,67.5,2.0,0.5,0.5,0.5,3.5,0.5,4.0,-1.5,1.0,4.0
21.0,24.0,23.0,15.0,162.0,60.0,59.0,59.0,57.8,56.7,78.0,74.5,73.7,72.7,72.0,1.0,0.0,1.2,1.1,3.3,3.5,0.8,1.0,0.7,6.0
25.0,25.0,24.0,24.0,174.0,71.6,69.6,70.0,68.6,68.0,92.0,89.0,85.0,84.0,84.0,2.0,-0.4,1.4,0.6,3.6,3.0,4.0,1.0,0.0,8.0
23.0,22.0,26.0,23.0,163.0,58.2,57.5,56.0,56.8,55.8,78.0,73.0,70.5,71.0,71.0,0.7,1.5,-0.8,1.0,2.4,5.0,2.5,-0.5,0.0,7.0
23.0,27.0,27.0,25.0,162.0,58.0,57.0,56.8,56.4,56.0,69.0,66.0,65.0,63.0,67.0,1.0,0.2,0.4,0.4,2.0,3.0,1.0,2.0,-4.0,2.0
28.0,27.0,28.0,28.0,166.0,61.6,60.5,59.5,60.0,59.0,82.0,80.0,79.0,78.0,75.0,1.1,1.0,-0.5,1.0,2.6,2.0,1.0,1.0,3.0,7.0
18.0,20.0,17.0,4.0,162.0,50.0,49.6,49.6,49.8,49.5,68.0,67.8,67.5,67.2,66.5,0.4,0.0,-0.2,0.3,0.5,0.2,0.3,0.3,0.7,1.5
28.0,27.0,27.0,20.0,158.0,49.1,48.5,48.4,49.0,48.5,62.0,60.0,58.5,58.5,58.5,0.6,0.1,-0.6,0.5,0.6,2.0,1.5,0.0,0.0,3.5
20.0,25.0,19.0,6.0,167.0,100.0,99.0,98.0,98.0,97.9,110.0,110.0,105.0,105.0,102.5,1.0,1.0,0.0,0.1,2.1,0.0,5.0,0.0,2.5,7.5
23.0,27.0,28.0,27.0,158.0,55.4,54.6,53.6,53.1,52.4,72.0,70.0,70.0,70.0,68.0,0.8,1.0,0.5,0.7,3.0,2.0,0.0,0.0,2.0,4.0
23.0,28.0,25.0,25.0,166.0,57.2,56.2,55.8,55.2,54.0,73.0,73.0,73.0,72.0,71.0,1.0,0.4,0.6,1.2,3.2,0.0,0.0,1.0,1.0,2.0
24.0,28.0,28.0,0.0,164.0,69.3,68.2,66.3,66.2,66.0,78.0,76.5,76.0,76.5,76.0,1.1,1.9,0.1,0.2,3.3,1.5,0.5,-0.5,0.5,2.0
22.0,28.0,28.0,23.0,165.0,71.5,69.5,69.0,68.0,67.4,85.0,84.0,83.0,82.0,81.0,2.0,0.5,1.0,0.6,4.1,1.0,1.0,1.0,1.0,4.0
28.0,28.0,26.0,23.0,156.0,67.9,66.5,65.3,65.1,64.3,84.0,81.5,81.0,81.0,81.0,1.4,1.2,0.2,0.8,3.6,2.5,0.5,0.0,0.0,3.0
23.0,27.0,24.0,21.0,151.0,46.5,45.5,45.1,45.5,45.0,61.0,61.0,59.0,61.0,56.9,1.0,0.4,-0.4,0.5,1.5,0.0,2.0,-2.0,4.1,4.1
23.0,28.0,28.0,26.0,169.0,69.0,67.2,66.7,65.5,64.5,78.0,77.0,74.5,71.0,73.0,1.8,0.5,1.2,1.0,4.5,1.0,2.5,3.5,-2.0,5.0
28.0,28.0,28.0,27.0,163.0,54.9,53.6,53.4,52.7,52.3,72.0,70.0,69.0,69.0,68.0,1.3,0.2,0.7,0.4,2.6,2.0,1.0,0.0,1.0,4.0
24.0,26.0,25.0,25.0,162.0,61.0,59.0,57.7,57.1,56.1,76.5,74.0,72.0,71.5,70.5,2.0,1.3,0.6,1.0,4.9,2.5,2.0,0.5,1.0,6.0
24.0,27.0,27.0,25.0,170.0,75.0,73.8,73.4,72.9,72.5,90.0,85.0,83.0,82.0,81.0,1.2,0.4,0.5,0.4,2.5,5.0,2.0,1.0,1.0,9.0
9.0,16.0,5.0,2.0,163.0,62.8,60.7,60.5,59.8,59.0,82.5,81.0,80.0,79.0,77.5,2.1,0.2,0.7,0.8,3.8,1.5,1.0,1.0,1.5,5.0
20.0,16.0,7.0,3.0,170.0,65.8,64.4,64.7,64.0,63.6,93.5,90.0,89.0,88.5,89.0,1.4,-0.3,0.7,0.4,2.2,3.5,1.0,0.5,-0.5,4.5
19.0,27.0,27.0,20.0,160.0,62.9,61.2,60.0,59.2,58.7,77.0,73.0,73.0,71.8,70.4,1.7,1.2,0.8,0.5,4.2,4.0,0.0,1.2,1.4,6.6
26.0,28.0,28.0,25.0,159.0,51.3,50.9,50.4,49.7,50.0,64.0,63.5,63.0,63.0,63.0,0.4,0.5,0.7,-0.3,1.3,0.5,0.5,0.0,0.0,1.0
24.0,28.0,25.0,21.0,158.0,58.0,57.7,56.7,57.0,56.1,72.0,71.0,71.0,70.0,69.0,0.3,1.0,-0.3,0.9,1.9,1.0,0.0,1.0,1.0,3.0
28.0,28.0,28.0,28.0,162.0,52.0,51.4,51.0,50.7,50.5,70.0,70.0,68.5,68.0,68.0,0.6,0.4,0.3,0.2,1.5,0.0,1.5,0.5,0.0,2.0
23.0,24.0,20.0,15.0,164.0,64.3,61.6,61.9,60.6,60.7,76.0,74.0,71.0,70.5,71.0,2.7,-0.3,1.3,-0.1,3.6,2.0,3.0,0.5,-0.5,5.0
24.0,28.0,28.0,28.0,182.0,86.0,84.0,82.0,81.0,80.0,90.0,90.0,88.0,88.0,86.0,2.0,2.0,1.0,1.0,6.0,0.0,2.0,0.0,2.0,4.0
26.0,27.0,28.0,24.0,152.0,52.0,51.5,51.5,51.0,51.2,76.0,73.0,72.0,70.0,70.5,0.5,0.0,0.5,-0.2,0.8,3.0,1.0,2.0,-0.5,5.5
25.0,23.0,14.0,9.0,160.0,53.0,52.4,52.0,52.0,51.4,85.0,80.0,80.0,79.0,79.0,0.6,0.4,0.0,0.6,1.6,5.0,0.0,1.0,0.0,6.0
23.0,27.0,26.0,28.0,161.0,55.8,54.0,54.0,53.7,54.4,71.0,69.0,68.4,68.0,68.0,1.8,0.0,0.3,-0.7,1.4,2.0,0.6,0.4,0.0,3.0
15.0,20.0,13.0,18.0,158.0,58.1,57.1,56.1,56.1,56.1,77.0,77.0,77.0,76.0,76.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
22.0,21.0,10.0,5.0,166.0,58.0,56.4,55.8,55.8,55.5,80.0,76.0,74.0,73.0,72.0,1.6,0.6,0.0,0.3,2.5,4.0,2.0,1.0,1.0,8.0
11.0,10.0,8.0,8.0,186.0,78.0,77.0,76.0,75.0,75.0,82.0,81.0,78.0,79.0,78.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,-1.0,1.0,4.0
27.0,25.0,25.0,17.0,160.0,56.5,55.6,56.1,55.3,54.9,75.0,73.5,75.0,72.5,72.0,0.9,-0.5,0.8,0.4,1.6,1.5,-1.5,2.5,0.5,3.0
24.0,28.0,28.0,26.0,165.0,59.9,59.2,59.0,58.5,58.2,74.5,74.0,73.5,72.5,73.0,0.7,0.2,0.5,0.3,1.7,0.5,0.5,1.0,-0.5,1.5
18.0,14.0,0.0,0.0,164.0,50.5,49.8,50.0,50.5,49.5,66.0,66.0,65.0,65.0,63.0,0.7,-0.2,-0.5,1.0,1.0,0.0,1.0,0.0,2.0,3.0
28.0,27.0,28.0,28.0,155.0,60.2,58.6,58.2,57.8,57.3,86.0,86.0,83.0,83.0,80.0,1.6,0.4,0.4,0.5,2.9,0.0,3.0,0.0,3.0,6.0
27.0,25.0,27.0,21.0,172.0,67.0,66.3,65.4,65.3,64.8,80.0,79.0,77.5,77.6,76.0,0.7,0.9,0.1,0.5,2.2,1.0,1.5,-0.1,1.6,4.0
22.0,20.0,25.0,9.0,152.0,68.0,66.0,65.7,65.3,64.7,84.0,82.0,80.0,80.0,80.0,2.0,0.3,0.4,0.6,3.3,2.0,2.0,0.0,0.0,4.0
22.0,12.0,15.0,10.0,185.0,82.6,80.0,80.0,79.0,78.0,88.0,85.0,84.0,82.0,86.0,2.6,0.0,1.0,1.0,4.6,3.0,1.0,2.0,-4.0,2.0
23.0,16.0,20.0,18.0,160.0,59.2,58.0,57.6,56.6,56.2,76.0,73.0,73.0,73.0,74.0,1.2,0.4,1.0,0.4,3.0,3.0,0.0,0.0,-1.0,2.0
26.0,28.0,28.0,28.0,155.0,55.0,54.1,53.1,52.8,51.8,74.0,69.0,71.5,70.5,69.0,0.9,1.0,0.3,1.0,3.2,5.0,-2.5,1.0,1.5,5.0
19.0,20.0,24.0,23.0,161.0,53.7,53.0,51.8,52.0,51.5,70.0,69.5,68.0,66.5,64.5,0.7,1.2,-0.2,0.5,2.2,0.5,1.5,1.5,2.0,5.5
24.0,27.0,22.0,17.0,174.0,81.5,78.5,78.5,77.0,75.9,94.0,91.0,88.0,88.0,86.0,3.0,0.0,1.5,1.1,5.6,3.0,3.0,0.0,2.0,8.0
28.0,28.0,26.0,17.0,160.0,57.1,56.8,56.1,56.0,55.5,80.0,77.0,75.0,74.0,74.0,0.3,0.7,0.1,0.5,1.6,3.0,2.0,1.0,0.0,6.0
27.0,28.0,28.0,26.0,165.0,61.0,58.8,58.0,57.2,56.1,70.0,66.0,66.0,65.0,65.0,2.2,0.8,0.8,1.1,4.9,4.0,0.0,1.0,0.0,5.0
18.0,22.0,21.0,19.0,163.0,60.3,59.3,59.0,58.8,58.4,82.0,81.0,79.0,78.0,77.0,1.0,0.3,0.2,0.4,1.9,1.0,2.0,1.0,1.0,5.0
16.0,11.0,1.0,1.0,166.0,62.5,61.8,61.5,62.0,61.0,72.0,70.0,70.0,70.0,69.0,0.7,0.3,-0.5,1.0,1.5,2.0,0.0,0.0,1.0,3.0
14.0,19.0,18.0,14.0,165.0,58.0,57.5,57.2,56.5,56.0,83.0,84.0,84.0,83.0,82.0,0.5,0.3,0.7,0.5,2.0,-1.0,0.0,1.0,1.0,1.0
20.0,22.0,19.0,19.0,161.0,56.3,54.7,54.6,54.2,54.2,70.5,69.0,70.0,69.0,69.0,1.6,0.1,0.4,0.0,2.1,1.5,-1.0,1.0,0.0,1.5
21.0,22.0,23.0,19.0,162.0,55.7,54.5,54.3,53.5,54.0,70.0,83.3,64.0,63.5,63.0,1.2,0.2,0.8,-0.5,1.7,-13.3,19.3,0.5,0.5,7.0
28.0,26.0,25.0,26.0,159.0,57.0,56.5,56.0,55.0,54.5,76.0,72.0,72.0,72.0,71.0,0.5,0.5,1.0,0.5,2.5,4.0,0.0,0.0,1.0,5.0
27.0,18.0,18.0,23.0,164.0,55.1,53.3,53.2,53.2,53.0,71.0,69.0,68.0,67.0,67.0,1.8,0.1,0.0,0.2,2.1,2.0,1.0,1.0,0.0,4.0
23.0,22.0,20.0,24.0,166.0,72.7,72.0,70.6,69.8,69.3,82.0,81.0,80.0,80.0,79.0,0.7,1.4,0.8,0.5,3.4,1.0,1.0,0.0,1.0,3.0
28.0,27.0,28.0,28.0,170.0,71.4,70.4,69.6,69.0,68.3,86.5,85.0,81.0,85.0,80.5,1.0,0.8,0.6,0.7,3.1,1.5,4.0,-4.0,4.5,6.0
