checkinCount1,checkinCount2,checkinCount3,checkinCount4,height0,weight0,weight1,weight2,weight3,weight4,waistline0,waistline1,waistline2,waistline3,waistline4,deltaWeight1,deltaWeight2,deltaWeight3,deltaWeight4,deltaWeightAll,deltaWaist1,deltaWaist2,deltaWaist3,deltaWaist4,deltaWaistAll
19.0,27.0,28.0,28.0,167.0,73.0,71.5,71.0,71.0,70.0,96.0,95.0,94.5,92.0,91.0,1.5,0.5,0.0,1.0,3.0,1.0,0.5,2.5,1.0,5.0
20.0,20.0,23.0,20.0,168.0,62.0,61.8,62.0,61.0,61.0,76.0,75.0,74.0,73.0,73.0,0.2,-0.2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0
24.0,28.0,28.0,27.0,165.0,67.0,65.0,64.4,62.7,62.5,78.0,74.5,73.0,70.0,70.0,2.0,0.6,1.7,0.2,4.5,3.5,1.5,3.0,0.0,8.0
24.0,28.0,26.0,28.0,163.0,53.3,50.6,50.1,50.3,49.4,70.0,64.0,63.0,63.0,63.0,2.7,0.5,-0.2,0.9,3.9,6.0,1.0,0.0,0.0,7.0
23.0,25.0,19.0,27.0,164.0,58.0,57.0,56.3,56.0,55.6,69.0,68.0,68.0,67.0,67.0,1.0,0.7,0.3,0.4,2.4,1.0,0.0,1.0,0.0,2.0
19.0,27.0,27.0,27.0,170.0,79.5,77.1,75.0,74.7,73.8,103.0,101.0,99.0,97.0,95.0,2.4,2.1,0.3,0.9,5.7,2.0,2.0,2.0,2.0,8.0
17.0,24.0,16.0,26.0,167.0,75.5,73.5,72.0,72.0,71.0,90.0,82.0,80.0,80.0,80.0,2.0,1.5,0.0,1.0,4.5,8.0,2.0,0.0,0.0,10.0
15.0,17.0,14.0,17.0,167.0,78.0,76.1,75.6,74.3,74.0,87.0,85.0,85.0,83.0,81.5,1.9,0.5,1.3,0.3,4.0,2.0,0.0,2.0,1.5,5.5
19.0,18.0,23.0,24.0,156.0,67.6,65.9,65.5,64.4,63.9,80.0,79.0,79.0,78.0,79.0,1.7,0.4,1.1,0.5,3.7,1.0,0.0,1.0,-1.0,1.0
24.0,25.0,21.0,12.0,156.0,55.0,54.0,53.2,53.1,53.0,71.0,69.0,69.0,68.5,69.0,1.0,0.8,0.1,0.1,2.0,2.0,0.0,0.5,-0.5,2.0
18.0,26.0,20.0,22.0,165.0,65.9,64.4,63.7,63.7,63.3,71.0,69.0,68.0,68.0,67.5,1.5,0.7,0.0,0.4,2.6,2.0,1.0,0.0,0.5,3.5
22.0,27.0,23.0,26.0,159.0,54.0,53.5,53.0,53.2,52.6,78.0,77.0,75.5,75.0,74.0,0.5,0.5,-0.2,0.6,1.4,1.0,1.5,0.5,1.0,4.0
17.0,25.0,26.0,21.0,162.0,63.3,62.5,62.3,62.1,61.5,69.0,67.0,66.0,66.0,65.0,0.8,0.2,0.2,0.6,1.8,2.0,1.0,0.0,1.0,4.0
20.0,25.0,21.0,9.0,180.0,89.0,88.4,87.0,86.0,84.6,99.0,95.0,92.0,91.0,95.0,0.6,1.4,1.0,1.4,4.4,4.0,3.0,1.0,-4.0,4.0
22.0,27.0,28.0,27.0,166.0,59.8,57.2,56.5,56.3,54.8,72.0,74.0,66.0,68.0,66.0,2.6,0.7,0.2,1.5,5.0,-2.0,8.0,-2.0,2.0,6.0
23.0,27.0,26.0,27.0,160.0,60.5,59.6,59.1,58.8,58.2,78.0,76.0,75.0,75.0,74.0,0.9,0.5,0.3,0.6,2.3,2.0,1.0,0.0,1.0,4.0
23.0,27.0,27.0,26.0,153.0,52.6,51.9,51.6,51.6,50.3,70.0,70.0,68.0,66.5,66.0,0.7,0.3,0.0,1.3,2.3,0.0,2.0,1.5,0.5,4.0
21.0,27.0,28.0,28.0,162.0,56.9,56.1,54.6,55.2,54.6,75.0,73.0,73.0,70.5,70.5,0.8,1.5,-0.6,0.6,2.3,2.0,0.0,2.5,0.0,4.5
19.0,23.0,22.0,22.0,164.0,58.8,57.3,57.6,56.9,56.2,75.0,72.5,71.0,70.5,70.0,1.5,-0.3,0.7,0.7,2.6,2.5,1.5,0.5,0.5,5.0
21.0,25.0,20.0,10.0,165.0,69.0,66.9,66.1,65.6,63.7,80.0,77.0,74.7,72.4,71.4,2.1,0.8,0.5,1.9,5.3,3.0,2.3,2.3,1.0,8.6
16.0,20.0,20.0,20.0,165.0,55.0,53.0,52.6,53.0,53.0,66.0,62.0,62.0,61.0,61.0,2.0,0.4,-0.4,0.0,2.0,4.0,0.0,1.0,0.0,5.0
24.0,28.0,28.0,28.0,161.0,60.0,57.7,56.8,56.6,55.4,70.0,70.0,67.0,65.0,65.0,2.3,0.9,0.2,1.2,4.6,0.0,3.0,2.0,0.0,5.0
20.0,21.0,23.0,16.0,158.0,67.4,65.8,65.0,63.0,62.0,99.0,98.0,95.0,93.5,92.0,1.6,0.8,2.0,1.0,5.4,1.0,3.0,1.5,1.5,7.0
22.0,24.0,23.0,26.0,177.0,80.1,78.7,78.2,78.1,76.9,97.0,95.0,93.0,92.0,92.0,1.4,0.5,0.1,1.2,3.2,2.0,2.0,1.0,0.0,5.0
18.0,20.0,23.0,17.0,163.0,70.1,68.2,67.2,66.2,65.1,90.4,88.0,85.0,83.0,80.5,1.9,1.0,1.0,1.1,5.0,2.4,3.0,2.0,2.5,9.9
22.0,19.0,21.0,24.0,158.0,56.2,54.9,54.3,53.7,53.3,86.0,84.5,81.0,81.0,79.0,1.3,0.6,0.6,0.4,2.9,1.5,3.5,0.0,2.0,7.0
24.0,27.0,28.0,16.0,160.0,58.9,57.6,57.8,57.2,56.4,72.0,71.5,71.0,70.0,69.0,1.3,-0.2,0.6,0.8,2.5,0.5,0.5,1.0,1.0,3.0
24.0,27.0,27.0,28.0,161.0,57.0,55.3,54.6,53.7,52.6,73.0,74.0,72.0,72.0,70.0,1.7,0.7,0.9,1.1,4.4,-1.0,2.0,0.0,2.0,3.0
18.0,0.0,0.0,0.0,155.0,58.0,57.7,56.3,56.1,55.7,78.0,76.0,76.0,74.0,74.0,0.3,1.4,0.2,0.4,2.3,2.0,0.0,2.0,0.0,4.0
24.0,28.0,28.0,28.0,157.0,50.6,49.2,49.1,48.5,48.0,72.0,69.0,69.0,68.0,66.0,1.4,0.1,0.6,0.5,2.6,3.0,0.0,1.0,2.0,6.0
21.0,25.0,26.0,27.0,160.0,51.0,50.5,49.9,49.7,48.5,63.0,62.5,62.3,62.0,60.0,0.5,0.6,0.2,1.2,2.5,0.5,0.2,0.3,2.0,3.0
23.0,24.0,26.0,28.0,164.0,54.3,53.6,52.8,52.1,50.7,67.8,67.0,65.1,64.4,62.7,0.7,0.8,0.7,1.4,3.6,0.8,1.9,0.7,1.7,5.1
24.0,24.0,25.0,27.0,162.0,74.6,69.3,69.4,67.2,66.7,81.0,91.0,88.0,87.0,80.0,5.3,-0.1,2.2,0.5,7.9,-10.0,3.0,1.0,7.0,1.0
19.0,19.0,15.0,7.0,165.0,67.8,65.0,64.5,63.9,62.0,87.0,79.0,80.0,78.0,80.0,2.8,0.5,0.6,1.9,5.8,8.0,-1.0,2.0,-2.0,7.0
24.0,28.0,28.0,26.0,163.0,52.5,51.0,51.0,51.5,50.8,67.5,66.5,63.0,64.0,63.0,1.5,0.0,-0.5,0.7,1.7,1.0,3.5,-1.0,1.0,4.5
24.0,28.0,28.0,27.0,157.0,56.0,55.0,54.3,54.0,53.8,75.0,74.0,72.0,71.0,71.0,1.0,0.7,0.3,0.2,2.2,1.0,2.0,1.0,0.0,4.0
19.0,21.0,22.0,25.0,166.0,72.0,70.0,69.5,67.8,67.0,82.0,79.0,79.0,78.0,76.0,2.0,0.5,1.7,0.8,5.0,3.0,0.0,1.0,2.0,6.0
18.0,15.0,16.0,14.0,158.0,50.0,49.4,48.8,49.0,48.6,71.0,70.0,69.8,68.8,68.0,0.6,0.6,-0.2,0.4,1.4,1.0,0.2,1.0,0.8,3.0
22.0,27.0,21.0,19.0,160.0,60.0,56.1,56.5,55.5,54.5,75.0,72.0,71.0,70.0,69.0,3.9,-0.4,1.0,1.0,5.5,3.0,1.0,1.0,1.0,6.0
15.0,14.0,11.0,14.0,166.0,57.4,56.6,55.5,55.0,54.5,77.0,76.0,78.0,75.0,72.0,0.8,1.1,0.5,0.5,2.9,1.0,-2.0,3.0,3.0,5.0
22.0,28.0,26.0,28.0,160.0,62.0,61.0,60.7,60.8,59.6,86.0,85.0,83.0,81.0,81.0,1.0,0.3,-0.1,1.2,2.4,1.0,2.0,2.0,0.0,5.0
19.0,23.0,18.0,17.0,168.0,60.5,58.1,58.0,57.4,56.7,73.0,68.5,67.0,64.3,63.5,2.4,0.1,0.6,0.7,3.8,4.5,1.5,2.7,0.8,9.5
17.0,0.0,0.0,0.0,172.0,58.0,57.0,56.0,55.5,55.0,76.0,75.0,73.0,72.0,70.0,1.0,1.0,0.5,0.5,3.0,1.0,2.0,1.0,2.0,6.0
21.0,24.0,25.0,26.0,176.0,78.0,75.6,74.8,75.0,74.0,91.0,91.0,88.5,88.8,87.6,2.4,0.8,-0.2,1.0,4.0,0.0,2.5,-0.3,1.2,3.4
16.0,14.0,15.0,13.0,158.0,62.4,61.5,61.0,61.0,61.0,86.0,86.0,85.0,85.0,85.0,0.9,0.5,0.0,0.0,1.4,0.0,1.0,0.0,0.0,1.0
17.0,23.0,16.0,7.0,155.0,52.0,50.9,51.0,50.7,50.3,73.0,68.0,66.0,65.0,65.0,1.1,-0.1,0.3,0.4,1.7,5.0,2.0,1.0,0.0,8.0
24.0,28.0,27.0,28.0,161.0,48.0,47.0,46.5,45.3,44.6,67.0,65.0,63.0,61.5,61.0,1.0,0.5,1.2,0.7,3.4,2.0,2.0,1.5,0.5,6.0
23.0,27.0,26.0,27.0,150.0,62.0,60.2,58.5,57.8,56.3,93.5,92.0,90.5,88.5,87.5,1.8,1.7,0.7,1.5,5.7,1.5,1.5,2.0,1.0,6.0
24.0,28.0,28.0,28.0,157.0,56.4,56.0,56.1,55.0,54.7,66.0,66.0,65.0,64.5,64.5,0.4,-0.1,1.1,0.3,1.7,0.0,1.0,0.5,0.0,1.5
19.0,18.0,20.0,13.0,171.0,102.2,100.6,99.4,97.8,97.6,110.0,112.0,105.0,104.9,104.0,1.6,1.2,1.6,0.2,4.6,-2.0,7.0,0.1,0.9,6.0
23.0,28.0,28.0,27.0,160.0,60.0,58.8,57.9,57.1,56.6,82.0,80.0,79.0,78.0,77.5,1.2,0.9,0.8,0.5,3.4,2.0,1.0,1.0,0.5,4.5
23.0,25.0,25.0,27.0,162.0,63.7,62.2,62.1,61.5,60.9,82.0,81.0,81.0,81.0,80.0,1.5,0.1,0.6,0.6,2.8,1.0,0.0,0.0,1.0,2.0
21.0,26.0,25.0,17.0,166.0,55.5,54.9,54.3,54.1,53.7,64.0,63.5,63.0,63.0,63.0,0.6,0.6,0.2,0.4,1.8,0.5,0.5,0.0,0.0,1.0
23.0,24.0,19.0,8.0,173.0,76.5,76.3,75.0,75.0,74.9,88.0,90.0,87.0,86.0,83.0,0.2,1.3,0.0,0.1,1.6,-2.0,3.0,1.0,3.0,5.0
23.0,0.0,24.0,0.0,188.0,91.0,88.2,87.3,86.1,85.5,90.0,89.0,89.0,87.0,87.0,2.8,0.9,1.2,0.6,5.5,1.0,0.0,2.0,0.0,3.0
22.0,25.0,18.0,12.0,173.0,104.9,102.2,101.7,99.5,99.8,115.0,110.0,109.0,108.0,106.0,2.7,0.5,2.2,-0.3,5.1,5.0,1.0,1.0,2.0,9.0
21.0,16.0,24.0,20.0,154.0,54.5,53.1,54.0,52.8,52.7,71.0,70.0,72.0,69.0,67.0,1.4,-0.9,1.2,0.1,1.8,1.0,-2.0,3.0,2.0,4.0
22.0,24.0,26.0,22.0,153.0,52.7,51.0,49.6,49.3,49.0,73.0,69.5,69.0,68.5,67.8,1.7,1.4,0.3,0.3,3.7,3.5,0.5,0.5,0.7,5.2
23.0,26.0,25.0,18.0,156.0,60.0,58.7,58.3,56.8,55.9,81.3,81.0,77.8,77.1,76.5,1.3,0.4,1.5,0.9,4.1,0.3,3.2,0.7,0.6,4.8
